IDX,iForest_AnomalyScore
15890,0.080478
15891,0.106275
15892,0.120673
15893,0.120937
15894,0.133693
15895,0.100760
15896,0.120935
15897,0.106896
15898,0.144131
15899,0.122104
15900,0.077029
15901,0.055203
15902,0.103066
15903,0.138033
15904,0.091854
15905,0.104265
15906,0.139163
15907,0.127316
15908,0.096582
15909,0.092083
15910,0.108476
15911,0.079396
15912,0.114537
15913,0.121862
15914,0.085679
15915,0.084540
15916,0.104815
15917,0.073232
15918,0.119646
15919,0.087933
15920,0.144827
15921,0.136873
15922,0.110927
15923,0.124121
15924,0.119509
15925,0.118047
15926,0.090100
15927,0.102203
15928,0.089193
15929,0.142521
15930,0.128507
15931,0.135363
15932,0.075820
15933,0.130298
15934,0.083022
15935,0.078144
15936,0.116530
15937,0.133184
15938,0.134809
15939,0.070524
15940,0.146301
15941,0.088944
15942,0.105199
15943,0.114305
15944,0.130414
15945,0.119904
15946,0.087151
15947,0.120056
15948,0.135570
15949,0.102516
15950,0.133525
15951,0.118571
15952,0.134739
15953,0.117407
15954,0.120985
15955,0.092541
15956,0.131203
15957,0.102572
15958,0.134221
15959,0.139339
15960,0.124614
15961,0.132749
15962,0.146032
15963,0.103858
15964,0.147820
15965,0.079239
15966,0.127253
15967,0.141460
15968,0.112743
15969,0.137623
15970,0.143249
15971,0.103995
15972,0.129349
15973,0.058826
15974,0.149779
15975,0.133558
15976,0.114172
15977,0.143924
15978,0.100131
15979,0.089587
15980,0.145209
15981,0.122638
15982,0.069253
15983,0.112014
15984,0.122043
15985,0.118277
15986,0.106242
15987,0.133225
15988,0.101091
15989,0.122138
15990,0.142737
15991,0.128714
15992,0.073835
15993,0.098220
15994,0.079994
15995,0.118796
15996,0.129467
15997,0.122755
15998,0.123261
15999,0.139503
16000,0.112101
16001,0.077038
16002,0.130322
16003,0.134511
16004,0.128237
16005,0.125822
16006,0.099832
16007,0.062156
16008,0.134345
16009,0.136129
16010,0.118641
16011,0.140768
16012,0.149997
16013,0.126064
16014,0.141879
16015,0.113300
16016,0.125700
16017,0.123068
16018,0.085971
16019,0.142639
16020,0.113252
16021,0.145158
16022,0.056542
16023,0.087349
16024,0.099066
16025,0.119533
16026,0.119563
16027,0.087677
16028,0.112742
16029,0.135960
16030,0.073959
16031,0.106083
16032,0.112457
16033,0.111700
16034,0.121251
16035,0.131397
16036,0.124276
16037,0.121661
16038,0.124824
16039,0.103082
16040,0.137086
16041,0.110289
16042,0.088075
16043,0.069339
16044,0.127064
16045,0.115052
16046,0.100538
16047,0.118529
16048,0.124950
16049,0.131360
16050,0.146757
16051,0.122637
16052,0.104283
16053,0.119483
16054,0.119081
16055,0.124872
16056,0.109485
16057,0.051794
16058,0.094329
16059,0.116808
16060,0.109545
16061,0.150369
16062,0.145651
16063,0.090467
16064,0.065086
16065,0.130200
16066,0.116578
16067,0.112104
16068,0.112671
16069,0.132126
16070,0.122055
16071,0.132958
16072,0.117225
16073,0.085383
16074,0.121844
16075,0.127345
16076,0.145400
16077,0.122421
16078,0.124261
16079,0.117125
16080,0.144809
16081,0.089562
16082,0.127904
16083,0.099880
16084,0.035377
16085,0.052843
16086,0.140406
16087,0.141269
16088,0.128214
16089,0.099571
16090,0.125305
16091,0.096903
16092,0.137105
16093,0.105998
16094,0.083183
16095,0.095976
16096,0.138529
16097,0.093004
16098,0.113158
16099,0.081410
16100,0.132700
16101,0.106906
16102,0.127725
16103,0.116018
16104,0.101289
16105,0.058327
16106,0.126530
16107,0.138845
16108,0.107953
16109,0.099077
16110,0.147544
16111,0.058809
16112,0.111222
16113,0.097380
16114,0.094427
16115,0.080937
16116,0.098681
16117,0.134887
16118,0.094370
16119,0.077700
16120,0.131114
16121,0.129509
16122,0.133322
16123,0.102404
16124,0.104293
16125,0.093149
16126,0.140869
16127,0.092345
16128,0.128696
16129,0.106001
16130,0.143063
16131,0.056551
16132,0.107960
16133,0.113354
16134,0.117807
16135,0.069739
16136,0.076291
16137,0.117622
16138,0.120797
16139,0.103215
16140,0.112452
16141,0.113204
16142,0.102389
16143,0.107111
16144,0.106381
16145,0.117228
16146,0.129878
16147,0.138650
16148,0.145128
16149,0.116772
16150,0.124133
16151,0.047874
16152,0.083253
16153,0.133281
16154,0.123111
16155,0.111888
16156,0.138258
16157,0.105188
16158,0.098966
16159,0.138574
16160,0.137068
16161,0.065336
16162,0.123430
16163,0.064023
16164,0.149472
16165,0.124064
16166,0.105143
16167,0.105514
16168,0.132278
16169,0.120067
16170,0.099709
16171,0.104396
16172,0.079427
16173,0.117932
16174,0.109867
16175,0.119980
16176,0.094787
16177,0.102069
16178,0.101433
16179,0.111830
16180,0.115951
16181,0.140451
16182,0.132622
16183,0.099191
16184,0.126316
16185,0.100738
16186,0.136859
16187,0.118628
16188,0.108310
16189,0.114272
16190,0.067897
16191,0.103585
16192,0.056739
16193,0.118699
16194,0.122222
16195,0.134672
16196,0.071254
16197,0.120231
16198,0.123010
16199,0.116329
16200,0.134526
16201,0.130475
16202,0.131522
16203,0.140382
16204,0.149209
16205,0.132128
16206,0.145004
16207,0.102094
16208,0.134749
16209,0.102433
16210,0.098217
16211,0.142646
16212,0.143953
16213,0.112506
16214,0.114618
16215,0.114906
16216,0.107897
16217,0.082622
16218,0.133372
16219,0.111387
16220,0.068242
16221,0.063810
16222,0.132950
16223,0.107617
16224,0.128543
16225,0.114411
16226,0.101878
16227,0.067155
16228,0.143952
16229,0.109302
16230,0.104231
16231,0.113969
16232,0.127096
16233,0.140851
16234,0.148462
16235,0.084491
16236,0.139487
16237,0.098918
16238,0.108446
16239,0.059806
16240,0.134110
16241,0.143084
16242,0.078555
16243,0.118185
16244,0.122003
16245,0.113993
16246,0.113686
16247,0.127617
16248,0.118377
16249,0.119872
16250,0.056954
16251,0.106344
16252,0.101907
16253,0.121662
16254,0.132171
16255,0.126746
16256,0.132414
16257,0.101806
16258,0.117649
16259,0.134442
16260,0.127072
16261,0.130140
16262,0.141723
16263,0.102624
16264,0.134357
16265,0.143904
16266,0.094808
16267,0.141876
16268,0.097497
16269,0.095954
16270,0.134111
16271,0.133782
16272,0.114219
16273,0.109899
16274,0.133578
16275,0.112364
16276,0.057110
16277,0.119648
16278,0.138642
16279,0.118713
16280,0.137937
16281,0.079043
16282,0.110419
16283,0.095990
16284,0.123750
16285,0.114869
16286,0.062446
16287,0.138981
16288,0.090649
16289,0.103478
16290,0.118329
16291,0.107452
16292,0.145738
16293,0.129175
16294,0.097909
16295,0.097332
16296,0.109227
16297,0.121329
16298,0.073868
16299,0.100685
16300,0.143914
16301,0.119728
16302,0.095505
16303,0.124784
16304,0.141031
16305,0.102033
16306,0.115218
16307,0.144826
16308,0.149262
16309,0.079993
16310,0.109768
16311,0.077560
16312,0.141106
16313,0.133891
16314,0.090694
16315,0.081608
16316,0.126790
16317,0.096078
16318,0.099921
16319,0.138303
16320,0.094522
16321,0.113947
16322,0.109849
16323,0.068064
16324,0.134812
16325,0.147661
16326,0.070840
16327,0.120244
16328,0.104491
16329,0.087241
16330,0.120153
16331,0.128487
16332,0.056115
16333,0.081959
16334,0.145738
16335,0.109059
16336,0.115405
16337,0.119716
16338,0.122272
16339,0.134040
16340,0.113458
16341,0.116108
16342,0.125701
16343,0.121559
16344,0.126254
16345,0.147230
16346,0.143235
16347,0.083951
16348,0.144640
16349,0.116736
16350,0.125842
16351,0.114990
16352,0.119396
16353,0.074259
16354,0.131412
16355,0.110389
16356,0.059787
16357,0.069523
16358,0.120052
16359,0.139077
16360,0.100531
16361,0.127534
16362,0.150808
16363,0.095664
16364,0.129286
16365,0.124805
16366,0.129370
16367,0.148208
16368,0.138441
16369,0.123805
16370,0.118274
16371,0.145782
16372,0.106160
16373,0.126297
16374,0.135982
16375,0.069728
16376,0.111062
16377,0.131237
16378,0.063053
16379,0.056626
16380,0.111209
16381,0.140828
16382,0.087246
16383,0.114910
16384,0.149061
16385,0.142777
16386,0.063884
16387,0.128273
16388,0.119843
16389,0.108624
16390,0.082911
16391,0.135766
16392,0.133239
16393,0.115698
16394,0.125622
16395,0.132420
16396,0.114244
16397,0.130564
16398,0.138954
16399,0.140135
16400,0.132914
16401,0.112388
16402,0.104629
16403,0.123538
16404,0.112965
16405,0.109890
16406,0.120996
16407,0.106680
16408,0.101427
16409,0.129616
16410,0.125829
16411,0.124696
16412,0.064810
16413,0.130130
16414,0.092369
16415,0.096077
16416,0.088600
16417,0.125848
16418,0.145558
16419,0.119409
16420,0.126164
16421,0.126581
16422,0.146557
16423,0.109152
16424,0.116230
16425,0.128042
16426,0.099672
16427,0.109770
16428,0.070264
16429,0.109980
16430,0.042813
16431,0.133787
16432,0.136790
16433,0.124594
16434,0.123677
16435,0.113535
16436,0.131216
16437,0.132554
16438,0.127141
16439,0.060833
16440,0.130293
16441,0.141634
16442,0.117973
16443,0.132411
16444,0.131743
16445,0.128442
16446,0.122649
16447,0.144883
16448,0.105250
16449,0.110792
16450,0.075994
16451,0.132517
16452,0.134322
16453,0.080007
16454,0.139447
16455,0.144223
16456,0.097523
16457,0.117807
16458,0.138857
16459,0.120479
16460,0.016413
16461,0.121165
16462,0.134291
16463,0.121577
16464,0.125070
16465,0.131140
16466,0.136489
16467,0.133616
16468,0.149136
16469,0.126613
16470,0.099526
16471,0.121098
16472,0.109791
16473,0.113308
16474,0.115035
16475,0.128535
16476,0.134271
16477,0.131181
16478,0.132512
16479,0.126415
16480,0.124515
16481,0.129629
16482,0.129849
16483,0.137744
16484,0.071597
16485,0.090613
16486,0.117663
16487,0.113213
16488,0.122619
16489,0.086648
16490,0.132507
16491,0.102071
16492,0.102928
16493,0.134627
16494,0.091788
16495,0.144752
16496,0.110048
16497,0.115257
16498,0.091164
16499,0.109114
16500,0.113386
16501,0.104644
16502,0.123620
16503,0.111366
16504,0.124719
16505,0.112984
16506,0.134436
16507,0.117683
16508,0.141442
16509,0.145418
16510,0.139802
16511,0.078676
16512,0.096139
16513,0.123931
16514,0.121312
16515,0.122532
16516,0.066754
16517,0.130774
16518,0.076509
16519,0.118869
16520,0.108318
16521,0.130150
16522,0.119726
16523,0.073667
16524,0.129744
16525,0.149036
16526,0.130691
16527,0.139651
16528,0.104800
16529,0.098315
16530,0.093248
16531,0.123309
16532,0.075699
16533,0.107766
16534,0.136159
16535,0.100222
16536,0.145690
16537,0.116514
16538,0.096687
16539,0.121067
16540,0.119213
16541,0.133272
16542,0.129279
16543,0.096547
16544,0.126895
16545,0.137390
16546,0.145978
16547,0.087316
16548,0.091200
16549,0.115798
16550,0.098924
16551,0.098907
16552,0.113273
16553,0.105610
16554,0.125315
16555,0.101020
16556,0.113718
16557,0.135419
16558,0.085303
16559,0.118389
16560,0.114025
16561,0.132297
16562,0.132031
16563,0.062777
16564,0.131628
16565,0.144514
16566,0.138791
16567,0.086915
16568,0.136778
16569,0.101773
16570,0.130695
16571,0.100296
16572,0.063359
16573,0.108029
16574,0.111386
16575,0.090558
16576,0.097310
16577,0.087777
16578,0.103625
16579,0.121620
16580,0.132573
16581,0.143368
16582,0.130848
16583,0.117695
16584,0.093867
16585,0.086761
16586,0.141794
16587,0.128854
16588,0.120231
16589,0.124806
16590,0.079950
16591,0.147706
16592,0.100480
16593,0.090838
16594,0.138811
16595,0.118488
16596,0.108908
16597,0.122137
16598,0.081159
16599,0.106417
16600,0.122218
16601,0.130969
16602,0.094212
16603,0.116444
16604,0.118890
16605,0.078667
16606,0.108171
16607,0.087347
16608,0.146995
16609,0.131369
16610,0.147956
16611,0.101078
16612,0.106953
16613,0.138302
16614,0.147732
16615,0.124289
16616,0.131211
16617,0.130751
16618,0.070915
16619,0.098183
16620,0.098079
16621,0.107336
16622,0.138906
16623,0.106157
16624,0.112956
16625,0.101666
16626,0.113133
16627,0.098634
16628,0.104978
16629,0.114859
16630,0.142546
16631,0.138661
16632,0.140643
16633,0.122366
16634,0.077069
16635,0.138147
16636,0.138919
16637,0.129596
16638,0.130473
16639,0.119665
16640,0.116736
16641,0.141727
16642,0.083156
16643,0.146690
16644,0.137665
16645,0.114050
16646,0.106849
16647,0.115205
16648,0.118741
16649,0.118135
16650,0.067033
16651,0.148544
16652,0.129177
16653,0.106053
16654,0.134319
16655,0.105376
16656,0.151558
16657,0.118316
16658,0.147118
16659,0.122765
16660,0.145935
16661,0.111380
16662,0.109111
16663,0.098551
16664,0.094426
16665,0.140250
16666,0.111504
16667,0.077434
16668,0.134796
16669,0.106841
16670,0.146690
16671,0.123977
16672,0.135628
16673,0.119707
16674,0.149979
16675,0.122185
16676,0.023673
16677,0.120829
16678,0.101407
16679,0.094041
16680,0.134533
16681,0.111360
16682,0.099659
16683,0.129988
16684,0.119098
16685,0.124204
16686,0.135102
16687,0.132795
16688,0.109788
16689,0.121951
16690,0.114103
16691,0.151034
16692,0.043255
16693,0.123668
16694,0.139534
16695,0.093698
16696,0.140860
16697,0.117687
16698,0.117210
16699,0.145641
16700,0.128900
16701,0.132766
16702,0.103939
16703,0.101659
16704,0.123894
16705,0.074961
16706,0.140265
16707,0.095892
16708,0.071093
16709,0.121291
16710,0.139848
16711,0.124012
16712,0.109843
16713,0.144765
16714,0.145031
16715,0.098958
16716,0.101715
16717,0.141674
16718,0.142542
16719,0.106751
16720,0.135331
16721,0.112851
16722,0.144392
16723,0.148380
16724,0.125583
16725,0.122039
16726,0.137919
16727,0.133981
16728,0.073173
16729,0.109348
16730,0.141601
16731,0.122138
16732,0.109272
16733,0.113238
16734,0.084410
16735,0.147146
16736,0.113807
16737,0.114139
16738,0.127601
16739,0.095181
16740,0.117268
16741,0.099000
16742,0.143041
16743,0.119845
16744,0.083755
16745,0.111349
16746,0.099956
16747,0.074258
16748,0.112468
16749,0.060331
16750,0.134276
16751,0.101362
16752,0.131731
16753,0.127507
16754,0.106774
16755,0.094697
16756,0.137814
16757,0.140752
16758,0.099803
16759,0.142151
16760,0.086951
16761,0.089530
16762,0.117370
16763,0.137244
16764,0.059873
16765,0.113335
16766,0.100864
16767,0.134277
16768,0.142897
16769,0.103507
16770,0.135949
16771,0.110278
16772,0.065115
16773,0.103177
16774,0.084255
16775,0.135941
16776,0.111208
16777,0.084731
16778,0.125062
16779,0.133578
16780,0.101864
16781,0.097811
16782,0.114242
16783,0.119669
16784,0.078457
16785,0.092662
16786,0.133626
16787,0.071556
16788,0.080073
16789,0.127404
16790,0.119996
16791,0.080256
16792,0.115735
16793,0.109850
16794,0.072303
16795,0.090087
16796,0.053460
16797,0.134052
16798,0.093932
16799,0.114724
16800,0.097259
16801,0.137521
16802,0.087182
16803,0.101826
16804,0.118975
16805,0.139195
16806,0.135320
16807,0.133113
16808,0.085280
16809,0.105826
16810,0.112389
16811,0.091355
16812,0.090544
16813,0.100058
16814,0.118579
16815,0.124501
16816,0.101547
16817,0.095831
16818,0.086925
16819,0.127642
16820,0.110113
16821,0.090239
16822,0.064343
16823,0.104623
16824,0.142736
16825,0.132485
16826,0.102672
16827,0.115844
16828,0.136268
16829,0.124313
16830,0.141597
16831,0.106900
16832,0.146080
16833,0.103213
16834,0.073054
16835,0.145414
16836,0.110424
16837,0.120848
16838,0.145382
16839,0.123530
16840,0.091396
16841,0.117265
16842,0.126162
16843,0.124061
16844,0.097763
16845,0.126416
16846,0.137531
16847,0.121359
16848,0.132602
16849,0.087538
16850,0.111334
16851,0.121068
16852,0.138749
16853,0.120842
16854,0.131447
16855,0.147514
16856,0.072359
16857,0.084619
16858,0.095312
16859,0.130131
16860,0.069346
16861,0.120439
16862,0.092530
16863,0.106804
16864,0.128464
16865,0.134403
16866,0.083694
16867,0.082581
16868,0.100890
16869,0.125820
16870,0.095522
16871,0.087142
16872,0.147058
16873,0.088218
16874,0.057919
16875,0.097444
16876,0.142415
16877,0.109594
16878,0.119562
16879,0.106248
16880,0.129533
16881,0.130203
16882,0.096763
16883,0.099493
16884,0.127091
16885,0.151732
16886,0.126284
16887,0.135109
16888,0.048381
16889,0.113980
16890,0.113023
16891,0.114669
16892,0.127094
16893,0.105229
16894,0.086804
16895,0.115443
16896,0.116670
16897,0.089865
16898,0.108757
16899,0.106607
16900,0.098363
16901,0.095444
16902,0.109709
16903,0.085487
16904,0.143425
16905,0.077878
16906,0.148557
16907,0.138802
16908,0.109050
16909,0.065574
16910,0.124805
16911,0.075814
16912,0.137765
16913,0.110618
16914,0.143552
16915,0.133012
16916,0.094020
16917,0.108034
16918,0.144205
16919,0.117023
16920,0.115600
16921,0.005367
16922,0.100317
16923,0.142545
16924,0.127601
16925,0.065268
16926,0.117882
16927,0.105968
16928,0.057043
16929,0.096399
16930,0.147268
16931,0.122302
16932,0.149567
16933,0.128958
16934,0.108038
16935,0.123840
16936,0.117535
16937,0.123524
16938,0.148079
16939,0.135326
16940,0.113074
16941,0.077688
16942,0.127295
16943,0.141991
16944,0.152384
16945,0.113552
16946,0.146030
16947,0.117020
16948,0.094808
16949,0.132457
16950,0.148448
16951,0.120869
16952,0.104095
16953,0.127156
16954,0.119697
16955,0.118860
16956,0.115162
16957,0.136022
16958,0.100002
16959,0.097535
16960,0.144116
16961,0.121355
16962,0.125135
16963,0.123921
16964,0.123863
16965,0.112846
16966,0.120612
16967,0.137139
16968,0.129136
16969,0.135720
16970,0.133276
16971,0.127303
16972,0.107443
16973,0.112987
16974,0.096734
16975,0.086204
16976,0.137685
16977,0.102844
16978,0.132111
16979,0.114346
16980,0.082035
16981,0.131826
16982,0.131325
16983,0.121162
16984,0.130391
16985,0.088380
16986,0.141130
16987,0.088424
16988,0.144441
16989,0.064187
16990,0.134714
16991,0.143020
16992,0.065658
16993,0.106749
16994,0.098404
16995,0.129968
16996,0.132413
16997,0.123811
16998,0.135548
16999,0.138527
17000,0.068995
17001,0.130020
17002,0.128871
17003,0.095881
17004,0.091341
17005,0.129311
17006,0.123513
17007,0.118173
17008,0.079488
17009,0.102712
17010,0.114072
17011,0.118305
17012,0.134205
17013,0.103481
17014,0.092281
17015,0.090041
17016,0.125086
17017,0.132246
17018,0.130297
17019,0.140584
17020,0.138330
17021,0.124932
17022,0.144403
17023,0.124230
17024,0.115279
17025,0.093822
17026,0.135550
17027,0.122469
17028,0.147643
17029,0.144979
17030,0.150886
17031,0.121424
17032,0.143637
17033,0.140712
17034,0.137454
17035,0.137595
17036,0.114804
17037,0.119869
17038,0.112381
17039,0.119537
17040,0.111871
17041,0.104818
17042,0.135235
17043,0.104492
17044,0.116715
17045,0.135744
17046,0.099256
17047,0.099364
17048,0.044009
17049,0.099616
17050,0.100567
17051,0.072333
17052,0.123387
17053,0.141012
17054,0.122519
17055,0.121129
17056,0.115203
17057,0.113030
17058,0.147282
17059,0.130460
17060,0.112018
17061,0.129949
17062,0.138113
17063,0.103630
17064,0.077741
17065,0.129179
17066,0.134218
17067,0.108620
17068,0.139110
17069,0.127507
17070,0.104024
17071,0.107038
17072,0.144975
17073,0.115221
17074,0.108838
17075,0.146454
17076,0.130579
17077,0.085588
17078,0.108869
17079,0.103820
17080,0.105321
17081,0.124424
17082,0.132099
17083,0.114389
17084,0.114045
17085,0.096164
17086,0.130780
17087,0.098064
17088,0.064064
17089,0.079144
17090,0.143142
17091,0.144011
17092,0.106987
17093,0.118083
17094,0.139968
17095,0.080602
17096,0.105867
17097,0.121980
17098,0.089638
17099,0.115726
17100,0.095653
17101,0.146545
17102,0.111004
17103,0.094728
17104,0.122003
17105,0.078362
17106,0.114882
17107,0.130420
17108,0.047100
17109,0.130655
17110,0.099170
17111,0.121434
17112,0.098600
17113,0.125725
17114,0.132695
17115,0.088997
17116,0.113820
17117,0.141023
17118,0.096694
17119,0.140711
17120,0.099463
17121,0.131654
17122,0.076881
17123,0.084709
17124,0.116761
17125,0.143175
17126,0.100344
17127,0.108320
17128,0.116641
17129,0.072934
17130,0.138337
17131,0.116434
17132,0.129234
17133,0.072141
17134,0.104784
17135,0.134347
17136,0.130219
17137,0.045697
17138,0.091726
17139,0.049529
17140,0.115120
17141,0.098112
17142,0.118000
17143,0.086199
17144,0.138010
17145,0.085103
17146,0.131711
17147,0.114413
17148,0.075755
17149,0.061405
17150,0.126686
17151,0.133587
17152,0.108479
17153,0.097655
17154,0.116773
17155,0.057684
17156,0.117159
17157,0.109652
17158,0.109355
17159,0.108860
17160,0.086795
17161,0.049670
17162,0.118436
17163,0.091688
17164,0.076678
17165,0.095730
17166,0.133353
17167,0.116375
17168,0.128921
17169,0.072234
17170,0.118655
17171,0.132082
17172,0.123829
17173,0.088365
17174,0.125265
17175,0.083240
17176,0.139684
17177,0.070960
17178,0.113296
17179,0.073267
17180,0.142066
17181,0.110661
17182,0.094794
17183,0.094518
17184,0.132631
17185,0.090395
17186,0.114551
17187,0.068039
17188,0.106036
17189,0.085804
17190,0.139548
17191,0.129860
17192,0.101452
17193,0.085326
17194,0.125636
17195,0.126092
17196,0.115081
17197,0.102971
17198,0.131643
17199,0.105905
17200,0.102464
17201,0.122549
17202,0.108443
17203,0.104495
17204,0.110012
17205,0.084994
17206,0.075135
17207,0.126979
17208,0.121079
17209,0.119186
17210,0.121707
17211,0.112629
17212,0.098290
17213,0.124648
17214,0.127188
17215,0.101513
17216,0.132475
17217,0.105494
17218,0.114819
17219,0.113270
17220,0.134923
17221,0.088551
17222,0.129340
17223,0.073594
17224,0.125441
17225,0.140938
17226,0.135790
17227,0.065100
17228,0.121744
17229,0.102426
17230,0.128823
17231,0.100822
17232,0.146513
17233,0.091615
17234,0.125073
17235,0.074071
17236,0.082821
17237,0.112441
17238,0.116723
17239,0.108111
17240,0.141756
17241,0.103743
17242,0.095332
17243,0.146280
17244,0.088811
17245,0.115432
17246,0.132181
17247,0.104467
17248,0.066003
17249,0.104737
17250,0.107086
17251,0.105838
17252,0.110649
17253,0.064348
17254,0.144150
17255,0.086878
17256,0.084850
17257,0.104075
17258,0.132190
17259,0.134260
17260,0.150263
17261,0.099749
17262,0.137014
17263,0.094851
17264,0.108473
17265,0.109794
17266,0.085016
17267,0.100904
17268,0.138980
17269,0.054631
17270,0.125148
17271,0.057533
17272,0.100981
17273,0.097130
17274,0.096921
17275,0.087183
17276,0.143276
17277,0.111570
17278,0.090890
17279,0.138964
17280,0.105773
17281,0.090186
17282,0.125853
17283,0.105735
17284,0.050088
17285,0.051725
17286,0.143754
17287,0.084646
17288,0.132777
17289,0.106963
17290,0.133367
17291,0.113708
17292,0.139270
17293,0.066894
17294,0.102716
17295,0.077417
17296,0.099831
17297,0.122629
17298,0.118235
17299,0.108414
17300,0.102702
17301,0.071917
17302,0.139051
17303,0.091425
17304,0.114607
17305,0.131680
17306,0.116973
17307,0.123718
17308,0.102494
17309,0.122702
17310,0.135614
17311,0.105001
17312,0.113420
17313,0.109703
17314,0.076930
17315,0.093201
17316,0.130528
17317,0.111818
17318,0.082588
17319,0.123531
17320,0.088734
17321,0.106983
17322,0.077817
17323,0.103641
17324,0.087640
17325,0.094416
17326,0.112846
17327,0.078667
17328,0.133732
17329,0.066792
17330,0.106868
17331,0.125809
17332,0.035344
17333,0.073513
17334,0.113083
17335,0.076181
17336,0.093335
17337,0.131836
17338,0.089417
17339,0.094272
17340,0.113550
17341,0.101519
17342,0.122892
17343,0.107321
17344,0.119452
17345,0.104851
17346,0.106411
17347,0.143675
17348,0.132321
17349,0.080646
17350,0.134746
17351,0.141495
17352,0.132449
17353,0.106837
17354,0.139697
17355,0.125287
17356,0.114930
17357,0.133201
17358,0.096382
17359,0.136991
17360,0.112110
17361,0.115620
17362,0.069621
17363,0.126106
17364,0.114432
17365,0.083046
17366,0.106496
17367,0.139320
17368,0.141682
17369,0.076637
17370,0.115432
17371,0.121321
17372,0.132305
17373,0.073509
17374,0.107497
17375,0.117296
17376,0.104629
17377,0.122354
17378,0.139282
17379,0.106328
17380,0.142695
17381,0.084502
17382,0.086290
17383,0.108480
17384,0.148873
17385,0.126072
17386,0.095732
17387,0.123049
17388,0.085810
17389,0.123077
17390,0.089457
17391,0.109549
17392,0.126685
17393,0.126334
17394,0.144680
17395,0.116831
17396,0.093128
17397,0.085457
17398,0.118694
17399,0.111674
17400,0.108648
17401,0.108848
17402,0.143124
17403,0.112524
17404,0.085279
17405,0.100578
17406,0.139542
17407,0.063949
17408,0.111553
17409,0.113099
17410,0.120288
17411,0.089248
17412,0.126819
17413,0.127568
17414,0.106314
17415,0.112406
17416,0.120903
17417,0.104582
17418,0.148054
17419,0.106551
17420,0.107126
17421,0.124865
17422,0.144836
17423,0.137509
17424,0.087088
17425,0.144255
17426,0.085915
17427,0.125782
17428,0.071745
17429,0.140895
17430,0.150939
17431,0.083839
17432,0.097277
17433,0.142447
17434,0.107301
17435,0.119627
17436,0.128887
17437,0.129150
17438,0.141488
17439,0.095494
17440,0.134891
17441,0.119610
17442,0.123056
17443,0.128597
17444,0.093563
17445,0.120648
17446,0.141368
17447,0.123507
17448,0.098203
17449,0.094594
17450,0.147171
17451,0.115184
17452,0.087490
17453,0.112227
17454,0.097101
17455,0.124601
17456,0.124758
17457,0.141010
17458,0.081860
17459,0.130193
17460,0.126405
17461,0.122046
17462,0.038307
17463,0.133017
17464,0.093238
17465,0.147274
17466,0.081585
17467,0.108642
17468,0.120799
17469,0.120994
17470,0.092706
17471,0.125077
17472,0.132147
17473,0.145487
17474,0.127536
17475,0.140280
17476,0.085032
17477,0.141006
17478,0.101054
17479,0.074585
17480,0.124576
17481,0.082427
17482,0.074687
17483,0.116396
17484,0.093491
17485,0.072517
17486,0.099894
17487,0.126171
17488,0.124807
17489,0.106749
17490,0.129273
17491,0.051504
17492,0.110040
17493,0.100972
17494,0.102798
17495,0.128978
17496,0.123155
17497,0.105001
17498,0.124879
17499,0.105110
17500,0.109447
17501,0.105194
17502,0.128082
17503,0.087503
17504,0.134017
17505,0.097726
17506,0.135690
17507,0.103830
17508,0.124491
17509,0.070360
17510,0.074842
17511,0.117440
17512,0.116866
17513,0.094862
17514,0.142061
17515,0.103462
17516,0.122152
17517,0.101034
17518,0.131758
17519,0.094777
17520,0.107774
17521,0.077588
17522,0.120474
17523,0.129044
17524,0.075663
17525,0.098942
17526,0.126424
17527,0.122533
17528,0.123741
17529,0.115062
17530,0.111675
17531,0.135470
17532,0.133749
17533,0.107269
17534,0.068810
17535,0.080462
17536,0.141742
17537,0.120870
17538,0.146218
17539,0.081538
17540,0.110748
17541,0.127496
17542,0.037320
17543,0.127458
17544,0.125098
17545,0.098995
17546,0.138677
17547,0.102733
17548,0.109950
17549,0.088303
17550,0.136845
17551,0.100193
17552,0.135388
17553,0.094233
17554,0.147254
17555,0.092938
17556,0.106857
17557,0.096233
17558,0.114247
17559,0.102280
17560,0.138593
17561,0.107897
17562,0.118220
17563,0.113457
17564,0.142594
17565,0.140632
17566,0.110206
17567,0.120371
17568,0.107554
17569,0.121503
17570,0.139729
17571,0.131165
17572,0.126639
17573,0.117750
17574,0.114644
17575,0.110156
17576,0.111854
17577,0.113825
17578,0.114740
17579,0.113730
17580,0.086340
17581,0.097591
17582,0.097585
17583,0.105448
17584,0.126019
17585,0.123140
17586,0.139965
17587,0.139371
17588,0.102677
17589,0.090500
17590,0.099368
17591,0.126309
17592,0.087371
17593,0.071636
17594,0.141987
17595,0.071517
17596,0.109368
17597,0.129697
17598,0.124181
17599,0.145547
17600,0.096792
17601,0.083551
17602,0.026596
17603,0.089568
17604,0.112950
17605,0.130063
17606,0.096841
17607,0.123455
17608,0.118816
17609,0.106600
17610,0.133242
17611,0.099741
17612,0.141149
17613,0.125931
17614,0.134235
17615,0.115322
17616,0.131261
17617,0.099024
17618,0.150833
17619,0.088039
17620,0.127934
17621,0.102039
17622,0.111229
17623,0.107239
17624,0.126195
17625,0.110074
17626,0.095803
17627,0.127696
17628,0.135609
17629,0.099854
17630,0.131652
17631,0.095170
17632,0.129205
17633,0.131254
17634,0.085537
17635,0.102200
17636,0.124826
17637,0.149786
